Project ID,Project Name,Branch,Region,Start Date,Status,Issue Title,Severity,Description,Implication,Cost Impact,Management Comments 1,Management Comments 2,Recommendation,Branch Manager,Operations Manager,Supervisor
126992,Dandora 2&3,N/A,N/A,2025-02-07,active,Production efficiency,medium,"·       A review of the branch’s management of human capital resources availed to the production section for the period 8 January 2025 to 8 February 2025 was done to determine if the allocation of production workers was optimal as per the Company’s set standard of 4.3 bags per production worker.·       We noted that the production efficiency was at 4.33 bags per production worker for the period which surpassed the set standard of 4.3 signifying over-performance.·       The results were as detailed below:Table 5: Production efficiency.

Details
Totals


KPI =A
4.3


Production workers Hired =B
           1,458


Expected production: C=A*B
6,269.40


Actual Production =D
6,306.00


Actual production efficiency achieved E=D/B
            4.33","The branch allocation of resources is at optimal, to be kept up.",0.0,,,The branch management maintains optimal allocation of production workers based on the set standards.,N/A,N/A,N/A
126992,Dandora 2&3,N/A,N/A,2025-02-07,active,Packing Efficiency.,medium,"·       An assessment for a period of 32 days from 8 January 2025 to 8 February 2025 was conducted on the utilization of packers in the slicing section to determine if they were attaining their set standard of 97 crates per packer.·       It was noted that packing efficiency was atTable 6: Packing efficiency

Details
Totals


KPI =A
97


Loaves Produced
1,204,781.53


PD, Oven Damages & Deductions & System FOC (08/01/2025-12.02. 2025)
4,324.00


Loaves Produced less PD, Oven Damages & Deductions &FOC (08.01.25-08.02.2025)
1,200,457.53


Add: 07.01.25 3 shift Loaves
           15,093.75


Less: 08.01.25 3 shift Loaves
                15,092


Total Loaves to be Packed(B)
1,162,631.28


Packers Hired (C) (08.01.25-08.02.25)
840


Actual Packing Efficiency achieved D=(B/C/)15
92.27


Packers who were supposed to be hired E=(B/A)/15
799


Extra (or Less) Packers hired F=C-E
41.00


Cost Implication (912*41)
37,392","The branch efficiency was below the standard rate ,41 extra workers were hired with a cost implication of Kshs.37,392.",37392.0,,,The branch management maintains optimal allocation of packers based on the set standards.,N/A,N/A,N/A
126992,Dandora 2&3,N/A,N/A,2025-02-07,active,Vehicles fuel consumption analysis.,medium,"A review was conducted on the branch vehicles’ fuel consumption vis a vis the set standard consumption rate to determine if there was optimal utilization of fuel for the period 8th January 2025 -10 February 2025.
It was noted there were Vehicles which had consumed fuel more than the standard rate i.e Savana had consumed extra 20 litres it had a mechanical issue, Hunters 17 litres, Mesora 14.8, Ngong 7.5 L, CBD1 10 Eastland 7.5 Capital 10.8 Litres, Other route vehicles fuel consumption closely matches the standard rate. We also noted that there was tuk tuk for komarok had faulty speedometer for the whole audited period.","The faulty speedometer for Komarok Tuk tuk implied the mileage could not be tracked and therefore needed to be checked and repaired/replaced.
       All other vehicles which had variances imply weak controls over fuel management and there is need for improvement.",None,,,"The vehicles with faulty speedometers to be sent to KAF for repair/replacement
Fuel consumption should be allocated based on the standard rates to avoid variations noted.",N/A,N/A,N/A
126992,Dandora 2&3,N/A,N/A,2025-02-07,active,Supermarket returns,medium,"An analysis of market damages (Supermarket returns) for the period 08th January 2025 -08th February 2025 was conducted to identify the reasons and magnitude of the returns.  It was observed that most supermarket bread returns for the audited period totaling to 22,695.75 pieces with a cost implication (22,695.75*53) = Kshs 1,202,874.75 were due to expiry. Naivas was noted to have a significant return-related expiry followed by Quick Mart supermarket as illustrated in the Bar graphA detailed summary of all customer supermarket returns is illustrated below in the bar graph below.",Significant supermarket returns indicate gaps in bread rotation in supermarkets and ordering.,1202874.75,,,We recommend the branch to enhance shelf-life management by rotating stock efficiently to ensure older pieces are sold first. We also encourage the sales team to adopt collaborative demand forecasting with the supermarkets to understand their sales trends and orders accordingly to minimize issues overstocking.,N/A,N/A,N/A
127197,Dandora 4,N/A,N/A,2025-02-08,active,Physical Stock Take,high,"Findings.
We conducted a physical stock take of raw materials and finished product on 8th February 2025 to determine whether the stocks movement at the Branch was well managed and to assess the effectiveness of existing controls.
The findings were as shown below:

Polybags had a variance of +1,309 Pieces(exc. Akiyda used for FOC only)


Finished product had a variance of -229 Loaves for bread produced by the branch.

Yeast had a variance of +31.756 Pcs


White flour had a variance of +37.457 Kgs and

White Ingredient had a variance of +0.756 Pcs as illustrated below:




Item Description
UoM
Stock as per SAP
Physical Stock
Variance


Finished Product
Pieces

12,292


12,063

-229


Polybags
Pieces

212,610


213,919


1,309



White ingredients 9Kgs

Bags


263.244


264.00


0.756



White Flour

Kgs


31,362.54


31,400.00


37.457



Yeast - 125gms

Sachets


285.244


317.00


31.756



Vegetable Oil (Utto)

Kgs


66.3


65.00


-1.300",The variances noted imply weak stock controls and lapses in monitoring raw materials’ usage at the branch.,None,,,The branch management  to implement adequate stock controls and improve checks on production materials’ usage.,N/A,N/A,N/A
127197,Dandora 4,N/A,N/A,2025-02-08,active,Bread  Weight ,high,"Findings.
We conducted a spot check on the weights of packed bread on 10th February 2025 to verify if the set bread weight standards were being adhered to.

Major underweights were noted in 800g CTW (31/45) which represented 69% of the sample taken as illustrated below:



Variety


Sample size


C/Wt

Ov/Wt
Ov/ Wt%

U/Wt


U/  Wt %


Av/ Wt




400g CTW

60

47

0
0%
13

22%

392.75




600g BT

55

52

3
5%
0

0%

602.09




800g BT

45

14

0
0%
31

69%

768.91",Presence of underweight bread signified lapses in implementation of the set dough weights and also failure to monitor production process flow.,None,,,The branch management to increase spot checks in the production area to ensure adherence to the required weight standards and weighing procedures.,N/A,N/A,N/A
127197,Dandora 4,N/A,N/A,2025-02-08,active,Bread Damages Analysis,medium,"Findings.

An analysis was done on the bread damage levels for both production and market based deformities for the period 20th January-8th February 2025 to detect if damage levels were within the set limits.

We noted the following:

Production damages  were 0.25% of the total production which was above the set standard of 0.2% and had a cost implication of KES 9,531.72

Market damages were 0.32% of the total sales which was within the 0.5% allowed limit 



We also conducted a verification of damage balances sent to ingredients to assess whether all the declared damages were physically available or sent to ingredients as per procedure.

We noted that for the period 20th January to 7th February 2025, damages  had a variance of  +56.50 Kgs Equivalent to excess 141.25 loaves.","The production damages exceeded the set damage limits implying lapses in monitoring production process flow.

The excess damages sent to ingredients implied gaps in the monitoring of damages balance movement.",17017.0,,,"Enhance controls and spot checks within the production process.

Branch management to implement strong controls for damages balance movement.",N/A,N/A,N/A
127197,Dandora 4,N/A,N/A,2025-02-08,active,Packing Efficiency,medium,"Findings.
An assessment was conducted on the utilization of packers in the slicing section to determine if optimality was attained based on the set Company standard of 97 crates per packer.

We noted that, for the period 20th January to 8th February 2025, the packing efficiency stood at 93.75 crates which was below the standard set as detailed below:


Packing Efficiency

Details
Totals


KPI =A

97



Loaves Produced

341,134.50



PD, Oven Damages & Deductions & System FOC(15th Jan-2nd Feb 2025)

2,240.50



Loaves Produced less PD, Oven Damages & Deductions &FOC ((1st-23rd Jan)

338,894.00



Add: 19.01.2025 3rd shift Loaves

8,078.00



Less: 08.02.25 3rd shift Loaves

8,078.00



Total Loaves to be Packed(B)

338,894.00



Packers Hired (C) (15th Jan-2nd Feb)

241



Actual Packing Efficiency achieved D=(B/C/)15

93.75



Packers who were supposed to be hired E=(B/A)/15

233



Extra (or Less) Packers hired F=C-E

8



Cost Implication (912*8)

7,296","The branch did not attain the set slicing efficiency implying extra cost of KES 7,296 incurred in paying excess 8 workers.",7296.0,,,The branch management to ensure optimal allocation of packers based on the set standards.,N/A,N/A,N/A
127301,Dandora 1,N/A,N/A,2025-02-11,active,Stock Take,high,"Summary of stock take findings;









Item
UOM
Book Value
Audit Quantity
Var


Finished Product
Loaves
15903.5
13347.5
-2556


White ingredients 9Kgs
Bags
251.473
251
-0.473


White Flour
Kgs
31809.37
31800
-9.367


Yeast - 125gms
Sachets
276.473
276
-0.473


Vegetable Oil (Utto) new
Ltrs
59.642
59
-0.642


Polybags
Pieces
164662
167578
2916",The company may incur financial losses as a result of stock variances.,None,,,"Controls to manage stock items should be strengthened to caution the company against any possible loss resulting from control gaps in stocks especially on finished products and raw materials.
Deductions should be effected on the responsible staff members where stocks shortfalls are noted.",N/A,N/A,N/A
127301,Dandora 1,N/A,N/A,2025-02-11,active,Bread weight,medium,"Bread weight summary;

Variety
Sample size
C/W
O/W
U/W
%U/W
A/W


400g CT
75
70
1
4
5%
398


600g BT
75
51
24
0
0%
611


800g BT
50
43
1
6
12%
796",Reputational damage,None,,,Bread should be weighed before packing,N/A,N/A,N/A
127301,Dandora 1,N/A,N/A,2025-02-11,active,Damages Analysis,high,Analyzing actual production damages & Market damages with the actual production and actual sales respectively for the sample period. Acceptable rate is at most 0.2% and 0.5% respectively.,Production damages recorded for the period exceeded the set threshold exposing the company to risk of losing cash.,145535.29,,,Damages should be maintained at the set threshold to caution the company against losses resulting from excess damages.,N/A,N/A,N/A
127301,Dandora 1,N/A,N/A,2025-02-11,active,Cash Transactions,medium,There exist cash transactions in the branch,,None,,,The branch should embrace cashless transaction to minimize the risks associated with cash handling.,N/A,N/A,N/A
127301,Dandora 1,N/A,N/A,2025-02-11,active,Production efficiency,medium,"Computed production efficiency.






Details
Total 


KPI
4.30 


Total workers hired in the period
703.00 


Expected Production in bags
3,022.90 


Actual Production in bags
2,880.00 


Production Shortfall in bags
142.90 


Actual Efficiency
4.10 


% of production efficiency achieved
95%


Cost associated with Production shortfall
36,090.56",,None,,,Ensure production workers are properly manage to achieve the set production level.,N/A,N/A,N/A
